L_chi,L_xi,bar_g,bar_w,U,U_pot,rho,,,,,,,,,,,,,,,
9e-08,1.6e-07,7e-09,7e-09,0.35,0.3,1.07202881147483e+19+3.0813095940683e+17i,-3.77661063832951e+19-2.37889758200975e+19i,-3.77661063832951e+19+2.37889758200975e+19i,1.07202881147483e+19-3.08130959406825e+17i,-5.36172305402922e+18-1.79132410161456e+17i,1.83128062296386e+19+1.23949636319876e+19i,1.83128062296386e+19-1.23949636319876e+19i,-5.36172305402922e+18+1.79132410161455e+17i,-5.33587748373487e+18-2.03965581614227e+17i,1.99208912747441e+19-9.90016232431182e+18i,1.99208912747441e+19+9.90016232431182e+18i,-5.33587748373486e+18+2.03965581614226e+17i,1.06960193394955e+19+3.28785063239923e+17i,-3.92285196082822e+19+2.12470737099165e+19i,-3.92285196082822e+19-2.12470737099165e+19i,1.06960193394955e+19-3.28785063239924e+17i
